Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-12-30 11:22:27.820 +0530,"Aborted",0:00:10,1,0,0,"20241230_112227.820/LogFile.txt","","",0
2024-12-30 11:25:08.318 +0530,"Aborted",0:30:32,3,5,0,"20241230_112508.318/LogFile.txt","","",2
