Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-12-30 17:20:07.980 +0530,"Aborted",1:04:16,3,30,1,"20241230_172007.980/LogFile.txt","","",0
