Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
UCMS-WF-FTS-Orders-Scripts-10-Scriptwriter,Failure,6,6,2024-12-17 11:20:03 +0530,2024-12-17 11:40:09 +0530,0:00:00
